PropertyID,Location,PropertyType,Bedrooms,Bathrooms,SquareFootage,Price,RentalPrice,YearBuilt,DistanceToCBD
78,Brisbane,House,4.0,1.0,950.7869073265418,409114.2114481439,1655.2862622590264,1971.0,6.4454656886720505
79,Singapore,Apartment,3.0,3.0,600.9318927850233,408972.4103348397,884.2749633778144,2014.0,17.440648312825683
80,Singapore,House,3.0,1.0,1050.0559178436529,232275.45576427242,2076.6190394000682,1993.0,12.698740821698612
81,Melbourne,Apartment,,1.0,,583414.8560887922,,1978.0,12.055918757353059
82,Melbourne,Townhouse,3.0,2.0,389.9058808440896,735784.3748897127,1284.991418516177,1992.0,7.310574621161934
83,Brisbane,Apartment,5.0,2.0,448.06818656856484,547715.7797747576,,2011.0,0.0
84,Melbourne,Townhouse,5.0,2.0,483.8821520857524,689804.3329676185,1544.723605988198,1976.0,13.91662910331585
85,Singapore,House,5.0,3.0,740.3341130988268,888623.1332690576,2075.076681838621,2016.0,16.016550049438408
86,Melbourne,Apartment,2.0,1.0,1505.8320988922324,161455.07206580084,2966.9973091824995,,15.046117562625467
87,Brisbane,Apartment,5.0,3.0,1307.0370148501859,555918.4250996339,1542.3061695505717,2020.0,6.783091804901876
88,Melbourne,Townhouse,5.0,3.0,1047.5689824285705,809471.3872550036,1475.5911755399393,2001.0,11.454196924000327
89,Singapore,House,1.0,2.0,1108.4555493118164,774150.440059252,1706.4774394387782,2012.0,13.168518951789506
90,Sydney,Apartment,3.0,3.0,897.934752554656,510021.3637892589,3117.530935066254,1983.0,5.376496595366266
91,Sydney,Townhouse,2.0,3.0,1227.084290495284,611512.0429449348,655.572688160064,1977.0,7.843178913271877
92,Brisbane,Townhouse,5.0,1.0,868.4456227102729,414673.361355268,1904.1831884970204,2014.0,16.94995396077897
93,Brisbane,Apartment,4.0,2.0,1392.1315246276272,751771.9739581075,1541.884794916046,2010.0,16.56342503053541
94,Singapore,Apartment,2.0,2.0,1681.3202718427751,707438.1492332419,,1992.0,14.12698006197011
95,Sydney,Townhouse,1.0,2.0,212.62776194457626,647353.4745119797,2567.5026950335296,2010.0,8.0027184002177
96,Melbourne,Townhouse,2.0,1.0,1419.6487925236418,508180.95007830503,,2022.0,18.201807910379788
97,Melbourne,Apartment,2.0,,887.6054940837895,509184.7636492075,1300.2260636729525,2002.0,13.905677811915053
98,Brisbane,Apartment,1.0,2.0,1247.34207012808,691644.5051297445,1983.2389590568714,1984.0,12.44217326344041
99,Brisbane,Townhouse,2.0,1.0,1683.319508434679,282273.2953438288,1924.3042821610593,1981.0,17.075138364911766
100,Brisbane,House,2.0,2.0,1013.5381977846747,672194.4417001762,2579.11543348521,2019.0,7.670868459306394
101,Melbourne,Apartment,4.0,3.0,1227.3747469607308,298988.4505646085,2201.8829682653445,2011.0,2.3648645932393784
102,Melbourne,Townhouse,4.0,1.0,883.4790474640174,681294.2625093063,2468.1780352763767,2005.0,12.184468935504347
103,Sydney,Townhouse,4.0,1.0,805.2176991177591,542241.7767916276,3170.9158187964986,1983.0,10.997395553248166
104,Melbourne,Townhouse,2.0,2.0,1095.0988838632438,547311.9475572078,,1978.0,9.74953079182409
105,Brisbane,Apartment,2.0,2.0,1022.0309877406287,614052.5235770287,1868.23043140469,1988.0,6.370047492869613
106,Melbourne,Apartment,1.0,1.0,1054.1356757804426,221945.11890879922,613.0649275911967,1982.0,14.073335107580771
107,Melbourne,Apartment,5.0,2.0,700.67597293518,452036.40500000434,0.0,1981.0,9.929117598238182
108,Singapore,House,3.0,3.0,1365.9172734472681,988165.1364203914,2537.7138610934894,2018.0,1.307365400333429
109,Sydney,House,2.0,3.0,886.6790877162858,729730.4998086527,2468.2328432966733,1993.0,18.688530253026887
110,Brisbane,Apartment,1.0,1.0,1082.2773040697018,503641.2186007137,1896.3037610460142,1988.0,5.522763185991105
111,Singapore,Townhouse,1.0,1.0,952.6458891872816,441081.10478000646,1264.8723087165356,2007.0,13.986540071522361
112,Brisbane,Townhouse,5.0,1.0,1481.8700179505504,503766.3209693763,2546.3944289697656,1994.0,7.856333194783573
113,Brisbane,Apartment,1.0,1.0,789.5364468115691,775084.7943835307,,1999.0,10.080013746467445
114,Melbourne,House,4.0,1.0,1929.7766261883085,474164.9204589796,2013.1146465679096,2011.0,6.969506835259185
115,Melbourne,House,3.0,2.0,1247.0991344337408,644328.8910060779,,2017.0,5.001133477373135
116,Brisbane,Townhouse,1.0,2.0,1272.5020625945451,,1276.1445982357104,2013.0,13.655633269079052
117,Brisbane,Townhouse,5.0,1.0,457.2224146814498,554928.1805672707,2767.359610711229,1985.0,12.167043316052414
118,Singapore,Townhouse,1.0,3.0,1151.9552164583843,278371.4488357908,1375.0462941509459,2016.0,4.578651887445914
119,Melbourne,Apartment,1.0,3.0,,741185.6775323547,2020.0845424187112,1986.0,8.863910601219766
120,Brisbane,Apartment,4.0,3.0,929.1296389095028,525910.0617694578,2081.463967219301,,5.893525557548702
121,Melbourne,Townhouse,5.0,2.0,775.3078556218998,580927.1986200939,2655.992875591727,1974.0,7.333202639573218
122,Melbourne,Apartment,5.0,2.0,821.4611383121711,702444.2430288271,3339.4329246895772,2008.0,6.750152254360507
123,Brisbane,Apartment,2.0,,960.5135295699699,791403.0643349705,2283.8192443225767,1975.0,12.563576045390995
124,Sydney,Apartment,5.0,2.0,1393.6283507035864,436390.8051573808,1071.022133543142,2000.0,23.415856566943734
125,Brisbane,Apartment,4.0,1.0,1177.0206111535808,569598.451878207,1814.135918698485,,3.9336668198265334
126,Brisbane,House,1.0,,1089.81742750018,349214.7562765416,2529.9078139908465,2001.0,18.55500670903837
127,Brisbane,Townhouse,2.0,3.0,1096.9027592095301,399267.1007021659,1299.8123842115197,2019.0,7.933840546753065
128,Singapore,Townhouse,2.0,3.0,902.735897681517,523962.0424702804,1721.4237080011208,2017.0,3.9694418803016784
129,Singapore,Townhouse,4.0,2.0,1506.4599581149694,787397.3381535173,3141.84151897095,2023.0,13.017733973887202
130,Brisbane,House,1.0,1.0,436.58916777742536,538002.9835702319,2528.858678525061,2000.0,15.779591177753542
131,Melbourne,Townhouse,5.0,1.0,1184.4778841139007,143279.98130668642,1073.6134568088307,1999.0,5.177727159098874
132,Singapore,Townhouse,4.0,2.0,1337.5135817432204,668890.2803924506,1589.1843669289945,2017.0,9.150858846207054
133,Singapore,Apartment,,2.0,1198.9137925894697,388223.97094133135,1672.8827134733156,,15.061363843599443
134,Sydney,Townhouse,,1.0,995.7354484948136,411997.65923169395,1614.0380493598427,2018.0,7.331422201916664
135,Singapore,House,5.0,3.0,974.2777006494373,402313.85619955056,2287.601197009605,1985.0,16.96413394020792
136,Sydney,House,4.0,3.0,859.2354308620388,338490.6270454573,2754.7292584733777,1975.0,12.339476107210084
137,Melbourne,House,5.0,3.0,1017.4797617116313,,863.1854798794656,1985.0,5.795371489339842
138,Sydney,Townhouse,5.0,2.0,1181.0416692692495,376165.4946438301,2545.329106906282,,10.173004871179609
139,Sydney,House,5.0,,954.3897245199161,265522.1645888953,455.6259537348399,1972.0,6.800759182759632
140,Sydney,Townhouse,2.0,2.0,987.1633434015375,322222.20809512405,3341.376303564338,1970.0,8.435433822518917
141,Melbourne,House,1.0,,545.2691894250306,465602.5391183767,2757.19901112569,2001.0,14.081854039103282
142,Sydney,Townhouse,1.0,3.0,1236.3599517131236,411634.4429814344,2377.821953732801,2018.0,10.72510844257418
143,Brisbane,Apartment,3.0,1.0,1476.869791658817,467581.0453001483,2018.6528176008967,,16.35450875327344
144,Singapore,House,2.0,1.0,1351.2658925433461,453461.80687047594,2057.628578845694,1992.0,12.025904486873253
145,Melbourne,House,1.0,2.0,1294.0419899188441,328217.0531323206,2291.787668996992,2013.0,9.290326726180476
146,Sydney,Townhouse,3.0,3.0,1284.2960270739752,481987.3385146848,3115.7624114222635,1980.0,5.22989831534627
147,Melbourne,House,,3.0,1136.3970294730475,685010.3173803599,964.2053432827946,2004.0,11.2928705623896
148,Melbourne,Townhouse,2.0,1.0,,636680.7479919802,2134.4997172615276,1987.0,9.955458580210351
149,Singapore,House,1.0,2.0,1204.8618051818137,462783.165592786,1895.371888665394,2016.0,10.688448943469709
150,Sydney,Apartment,4.0,3.0,573.5006957391336,670640.5759341134,,1986.0,7.315822664651608
151,Singapore,Apartment,2.0,,697.9029114699848,230055.25399268966,1692.6927186099506,2000.0,6.0397125960397355
152,Singapore,House,2.0,3.0,1022.9010843125798,385189.60701824544,3225.60743216972,2010.0,5.794300501548188
153,Singapore,Townhouse,,1.0,,394383.5743361436,3016.7548260777817,2017.0,
154,Sydney,Townhouse,4.0,2.0,1016.9199597487336,615606.1361766169,2278.577980130321,2018.0,9.294358984075187
155,Sydney,Townhouse,1.0,1.0,909.8962016861385,442568.09284376504,930.1417742142917,1976.0,0.3898228514603497
156,Singapore,Apartment,5.0,1.0,1017.4142195161155,321388.48648234544,,1987.0,3.3815886693371455
157,Sydney,Apartment,5.0,2.0,1167.887433985222,546715.729155847,2491.7787088728037,2015.0,5.289385714007121
158,Sydney,Townhouse,3.0,1.0,758.2672422623125,502139.1322290104,1643.932836190082,1978.0,9.003487419520706
159,Brisbane,Apartment,3.0,,225.08769323200778,385863.815776568,1875.5161844321126,1997.0,12.00674478043778
160,Sydney,House,2.0,2.0,436.92514739844717,438830.51186114363,737.4257710417506,2018.0,4.0557245768571715
161,Sydney,House,1.0,2.0,1131.4353236986906,838187.680046506,,2014.0,8.576166568840035
162,Singapore,House,5.0,2.0,876.3931557859822,0.0,2432.373020618633,2005.0,
163,Melbourne,House,1.0,2.0,617.1980124080925,104251.24761227016,,1999.0,13.377779975834619
164,Singapore,Apartment,1.0,1.0,,387343.00852801325,514.0868279005224,2007.0,16.490470519210096
165,Singapore,Townhouse,5.0,1.0,677.192055772018,745069.041791762,2740.7632158504175,2014.0,18.433022879825977
166,Brisbane,House,1.0,3.0,1067.216329566174,502640.16912388173,4145.077398445657,2016.0,9.9326768856401
167,Brisbane,Townhouse,5.0,3.0,848.5479160121678,,3524.292011314396,2009.0,11.026394765320953
168,Brisbane,Apartment,3.0,2.0,,611356.4833988354,3409.117505221621,2004.0,7.460942096414158
169,Brisbane,Townhouse,2.0,3.0,1402.181844869163,382007.57671359903,2213.0711337077832,2008.0,13.534482787918988
170,Singapore,Apartment,2.0,1.0,1315.4438690984828,531812.2895975803,0.0,2018.0,11.154762149832141
171,Sydney,House,2.0,2.0,539.0445527557632,,2182.2554155967273,1992.0,8.100890085541948
172,Singapore,House,1.0,3.0,1047.7748874287397,440960.0266589263,2746.4931983169445,1994.0,3.50881547814088
173,Melbourne,Townhouse,2.0,3.0,1128.7450594633237,688390.6596603261,673.2439934224503,1984.0,8.856678746398762
174,Melbourne,Townhouse,2.0,1.0,1011.9170070326744,600241.4178838731,623.5173615438475,1999.0,9.828871075792526
175,Melbourne,House,,2.0,535.0122528639771,,798.5283227260766,1982.0,12.375852405301037
176,Singapore,House,2.0,1.0,977.7646207498565,659557.4086733296,2335.85989102458,1991.0,12.662727196382104
177,Sydney,House,4.0,2.0,93.7751401634912,589576.6080129435,2856.959094626946,1993.0,8.178622722923231
178,Sydney,Townhouse,3.0,3.0,567.0449598047994,,1892.2278981138895,2003.0,
179,Brisbane,Townhouse,1.0,2.0,654.0630362849772,621766.8662570767,1745.9345751875517,1973.0,13.761750140482459
180,Singapore,Apartment,2.0,3.0,863.8385748050655,693853.6645963083,971.1260388259191,2011.0,15.165463155780385
181,Melbourne,House,5.0,3.0,1267.976967657442,687212.1429844132,434.28570846780354,2013.0,18.231539123858724
182,Sydney,Townhouse,5.0,1.0,867.8080729429585,641750.7399667134,,1998.0,6.211506012843121
183,Melbourne,Townhouse,2.0,2.0,888.1975029725138,506162.6020246626,1882.883633907668,2019.0,7.719201706039176
184,Melbourne,Apartment,5.0,1.0,1278.8310099372343,344643.98553629545,2526.4664920363057,2004.0,16.690543406841154
185,Singapore,Townhouse,1.0,2.0,844.1703138739491,762142.5871429909,2411.69472624067,1998.0,5.240626436188517
186,Melbourne,House,2.0,2.0,1113.710771772548,819188.6032859244,3581.2651590073724,1972.0,16.12861080569198
187,Sydney,House,3.0,2.0,849.8377675397057,240231.00780051178,2688.9804215452145,2015.0,12.898842100652404
188,Brisbane,Apartment,5.0,3.0,741.865813608077,700705.4950006492,3204.9533669618613,1970.0,17.50671003866004
189,Brisbane,Townhouse,1.0,1.0,1242.2759450277497,628550.6083925425,366.5233916344885,1979.0,5.674453917501624
190,Brisbane,Townhouse,4.0,1.0,961.1557078404071,686210.5254350696,1816.3409344695458,1971.0,10.39546603051688
191,Melbourne,House,2.0,1.0,985.1447339973045,369927.70522687654,2956.6145921771317,1984.0,4.000588375918826
192,Singapore,House,5.0,2.0,1368.750565775331,559125.5424966885,516.7097200684134,2010.0,12.852483916489282
193,Melbourne,Apartment,4.0,1.0,847.3657054042083,788651.1576527639,1549.4268547840816,1970.0,0.48936533623354594
194,Melbourne,Apartment,1.0,2.0,575.939860220277,312258.6171489244,2941.635343524231,1997.0,11.791939917497963
195,Brisbane,Apartment,5.0,3.0,930.8695666001314,402577.0518999993,2394.688835166659,1980.0,7.678319336228289
196,Melbourne,Townhouse,4.0,3.0,578.3375129151167,308860.45037353016,2170.8942551564974,2002.0,5.500035128656136
197,Melbourne,House,3.0,2.0,737.4583368606268,671150.7393997718,1580.1212720446808,1976.0,12.403412775564306
198,Melbourne,Townhouse,5.0,3.0,1011.1370149202595,592194.0061591779,3424.451640984258,1982.0,
199,Melbourne,Apartment,3.0,2.0,1079.4012717874618,612339.8461794779,1609.6990937520663,2021.0,5.351362479112673
200,Brisbane,Apartment,1.0,3.0,802.9752381970048,519492.67837476503,2429.960446835603,,10.947352175327158
201,Singapore,Townhouse,2.0,3.0,888.8160904801579,437627.171317399,1172.2136519264345,1975.0,8.47437220867569
202,Sydney,House,3.0,3.0,1650.9657012332862,523502.5272149296,3189.3668143067484,2010.0,9.494818983426198
203,Melbourne,Apartment,3.0,2.0,757.7544353983565,426211.6984465126,1894.2425028795578,2014.0,17.906224006488895
204,Brisbane,Townhouse,1.0,2.0,918.2883287913205,,2166.6789661893295,1991.0,10.166197950460807
205,Brisbane,Townhouse,2.0,2.0,1241.6600146602482,786288.3899764331,1497.4154597716733,1974.0,3.2934125195639306
206,Brisbane,House,5.0,3.0,1126.443179399212,637549.418485899,2630.0139119220953,2009.0,11.405874057849678
207,Brisbane,Apartment,5.0,1.0,1112.844378926118,759926.6627252046,1058.8090950504666,2018.0,10.098718371439356
208,Sydney,House,5.0,1.0,911.223454122634,287228.0141438856,,2016.0,8.30868901902693
209,Melbourne,Apartment,3.0,1.0,848.3505941907896,460792.91987415875,1353.5340750546623,1999.0,7.028707432797945
210,Melbourne,Townhouse,1.0,3.0,1286.4346808556675,732188.7913899492,0.0,1989.0,5.641447393979669
211,Singapore,Townhouse,2.0,3.0,622.7502241837411,555980.1543405306,956.8848413131196,2011.0,14.385785849155772
212,Sydney,Townhouse,4.0,1.0,1512.1358967817382,454107.81589257077,1916.2965956193716,1993.0,
213,Melbourne,House,1.0,1.0,962.7790971945589,693978.6002296151,1837.1953648881263,2019.0,2.244684254446593
214,Sydney,Townhouse,1.0,3.0,1484.7269705871674,319632.1142461021,2512.4711346672334,2003.0,9.918371351494462
215,Brisbane,House,3.0,,1467.8954888381227,427205.67129332176,2481.433015173047,1970.0,15.386272452596552
216,Brisbane,House,5.0,1.0,964.5857766366835,281064.79335067887,1028.7548234510227,2015.0,2.430300029228467
217,Brisbane,Townhouse,4.0,1.0,1023.9556012503664,,2334.677110666447,1989.0,4.108756094756086
218,Brisbane,Apartment,,2.0,954.529155497818,230895.14531520955,2966.9923296965917,1994.0,4.528531278506536
219,Singapore,House,2.0,2.0,1289.6245892815584,569154.0503247243,1398.0714489271545,1982.0,9.51398016631868
220,Brisbane,Townhouse,2.0,3.0,1232.1855675180182,264725.95225460845,3044.266196039707,,
221,Sydney,Apartment,4.0,1.0,1478.2510383165375,921836.3762755361,2384.310636060007,2001.0,10.674797739447362
222,Singapore,Townhouse,5.0,2.0,966.6539285130917,461278.186464476,2752.880141766352,2020.0,8.791983163007464
223,Singapore,Townhouse,3.0,1.0,930.3744321132489,968779.942404598,2192.7724079893874,2021.0,3.726630523333138
224,Sydney,Apartment,5.0,1.0,856.9361375683272,270497.07912702876,2024.850536923698,1978.0,16.438566834121303
225,Brisbane,Townhouse,1.0,3.0,1047.8040543862785,515585.90120363113,1977.0752084517667,2015.0,3.861164557648814
226,Singapore,Townhouse,3.0,3.0,,185215.4925749506,2955.2646537119717,2013.0,0.0
227,Brisbane,Apartment,4.0,2.0,734.6793365096814,655876.038367357,1023.0675336989927,2018.0,13.508679820092818
228,Singapore,Townhouse,3.0,3.0,1538.5810507466438,298101.7118686778,1998.9928230844343,2006.0,13.412323467392739
229,Melbourne,House,2.0,2.0,1429.7954178008774,516616.4462672836,2809.9458244826774,1983.0,4.386109289674357
230,Sydney,Apartment,1.0,3.0,885.2997036511605,563235.3702613758,1288.0824424968205,1986.0,9.4429514428545
231,Singapore,Townhouse,2.0,2.0,600.9503336700334,596227.7384354805,1524.409293662999,2000.0,8.029462417345224
232,Sydney,House,,2.0,1460.794635687638,709001.4105557662,2363.4465780864857,2014.0,7.801803593443254
233,Brisbane,Townhouse,5.0,3.0,1104.4658328581581,323885.6597841141,2634.038567154437,1983.0,9.047877591408108
234,Sydney,Apartment,5.0,3.0,398.4454341143929,478458.11381649924,1670.3179111789073,1975.0,6.07482580829201
235,Sydney,Townhouse,5.0,1.0,747.3305924004931,297963.3860410487,3008.183608389513,2013.0,8.285507320322232
236,Sydney,Apartment,3.0,2.0,1319.504200844716,409869.09223426826,1402.507555323264,1971.0,13.880409873530553
237,Sydney,Apartment,2.0,1.0,687.9779904626207,683503.4200399125,107.97829517341988,1988.0,17.16925569745696
238,Melbourne,Apartment,3.0,3.0,817.6163000833377,592997.187802181,,2012.0,19.794839460066193
239,Melbourne,Apartment,3.0,2.0,835.5317877371357,,3367.5151436978485,1984.0,9.486440030236135
240,Brisbane,Townhouse,1.0,1.0,991.9482905000641,752991.6419147084,1684.7518493184687,1988.0,12.157131972002487
241,Brisbane,Townhouse,4.0,2.0,1236.6532944115534,428498.66996404337,1675.1753640542497,2016.0,9.938640534820893
242,Melbourne,Apartment,4.0,1.0,987.7921069703659,568798.2067232479,1304.535434706204,2012.0,7.449734867927712
243,Brisbane,Apartment,5.0,2.0,1610.6770962667952,676242.4110218512,1181.064084288832,1974.0,7.002533067018112
244,Brisbane,House,5.0,3.0,1186.2000347969472,303267.6108549246,1544.6613008346287,2021.0,14.313810530480197
245,Brisbane,House,5.0,3.0,1299.2267988713788,567922.0175611541,1995.433987718356,2022.0,4.807595570099133
246,Sydney,Townhouse,4.0,1.0,1004.006530566106,643259.7507959892,2851.055212159965,1995.0,12.135620170415153
247,Sydney,Townhouse,2.0,2.0,,469686.036953543,1302.3008028056695,2014.0,9.637715486908528
248,Brisbane,House,2.0,2.0,,748761.7781616385,1877.4421324127509,2006.0,8.311825715773622
249,Melbourne,Townhouse,2.0,2.0,462.14283826385054,,2514.5478601085115,1987.0,4.126470887016103
